CN,INVYR,LICHEN_REGION,LICH_SPPCD,MEASYEAR,LICHEN_REGION_DESCR,SPP_ACRONYM,GENUS,SUM_ABUNDANCE,FREQUENCY_PCT,SPECIES,PLOTS_IN_REGION,CREATED_DATE,MODIFIED_DATE
696678077126144,2007,4,1181,2007,West Coast                              ,Cldran,Cladonia                                ,2.0,1,rangiferina                             ,171,2019-08-22 17:25:50,
696678078126144,2007,4,1208,2007,West Coast                              ,Clacar,Cladonia                                ,25.0,5,carneola                                ,171,2019-08-22 17:25:50,
696678079126144,2007,4,1209,2007,West Coast                              ,Clacen,Cladonia                                ,9.0,2,cenotea                                 ,171,2019-08-22 17:25:50,
696678080126144,2007,4,1210,2007,West Coast                              ,Clachl,Cladonia                                ,14.0,4,chlorophaea                             ,171,2019-08-22 17:25:50,
696678081126144,2007,4,1211,2007,West Coast                              ,Clacon,Cladonia                                ,38.0,8,coniocraea                              ,171,2019-08-22 17:25:50,
696678082126144,2007,4,1215,2007,West Coast                              ,Cladef,Cladonia                                ,3.0,1,deformis                                ,171,2019-08-22 17:25:50,
696678083126144,2007,4,1217,2007,West Coast                              ,Clafim,Cladonia                                ,27.0,5,fimbriata                               ,171,2019-08-22 17:25:50,
696678084126144,2007,4,1228,2007,West Coast                              ,Claoch,Cladonia                                ,52.0,11,ochrochlora                             ,171,2019-08-22 17:25:50,
696678085126144,2007,4,1233,2007,West Coast                              ,Clapyx,Cladonia                                ,5.0,1,pyxidata                                ,171,2019-08-22 17:25:50,
696678086126144,2007,4,1236,2007,West Coast                              ,Clasqu,Cladonia                                ,79.0,18,squamosa                                ,171,2019-08-22 17:25:50,
696678087126144,2007,4,1238,2007,West Coast                              ,Classq,Cladonia                                ,16.0,4,squamosa v. subsquamosa                 ,171,2019-08-22 17:25:50,
696678088126144,2007,4,1239,2007,West Coast                              ,Clasul,Cladonia                                ,11.0,2,sulphurina                              ,171,2019-08-22 17:25:50,
696678089126144,2007,4,1240,2007,West Coast                              ,Clatra,Cladonia                                ,23.0,5,transcendens                            ,171,2019-08-22 17:25:50,
696678090126144,2007,4,1241,2007,West Coast                              ,Claumb,Cladonia                                ,16.0,4,umbricola                               ,171,2019-08-22 17:25:50,
696678091126144,2007,4,1253,2007,West Coast                              ,Claalb,Cladonia                                ,23.0,5,albonigra                               ,171,2019-08-22 17:25:50,
696678092126144,2007,4,1256,2007,West Coast                              ,Clabel,Cladonia                                ,54.0,12,bellidiflora                            ,171,2019-08-22 17:25:50,
696678093126144,2007,4,1260,2007,West Coast                              ,Clagrg,Cladonia                                ,5.0,1,gracilis                                ,171,2019-08-22 17:25:50,
696678094126144,2007,4,1262,2007,West Coast                              ,Clacor,Cladonia                                ,46.0,10,cornuta                                 ,171,2019-08-22 17:25:50,
696678095126144,2007,4,1267,2007,West Coast                              ,Claple,Cladonia                                ,13.0,3,pleurota                                ,171,2019-08-22 17:25:50,
696678096126144,2007,4,1274,2007,West Coast                              ,Clasca,Cladonia                                ,1.0,1,scabriuscula                            ,171,2019-08-22 17:25:50,
696678097126144,2007,4,1276,2007,West Coast                              ,Clasty,Cladonia                                ,3.0,1,stygia                                  ,171,2019-08-22 17:25:50,
696678098126144,2007,4,1277,2007,West Coast                              ,Claama,Cladonia                                ,1.0,1,amaurocraea                             ,171,2019-08-22 17:25:50,
696678099126144,2007,4,1409,2007,West Coast                              ,Colfur,Collema                                 ,2.0,1,furfuraceum                             ,171,2019-08-22 17:25:50,
696678100126144,2007,4,2661,2007,West Coast                              ,Fuslac,Fuscopannaria                           ,4.0,1,laceratula                              ,171,2019-08-22 17:25:50,
696678101126144,2007,4,3101,2007,West Coast                              ,Hypapi,Hypogymnia                              ,61.0,13,apinnata                                ,171,2019-08-22 17:25:50,
696678102126144,2007,4,3102,2007,West Coast                              ,Hypaus,Hypogymnia                              ,6.0,1,austerodes                              ,171,2019-08-22 17:25:50,
696678103126144,2007,4,3103,2007,West Coast                              ,Hypbit,Hypogymnia                              ,6.0,1,bitteri                                 ,171,2019-08-22 17:25:50,
696678104126144,2007,4,3104,2007,West Coast                              ,Hypdup,Hypogymnia                              ,65.0,13,duplicata                               ,171,2019-08-22 17:25:50,
696678105126144,2007,4,3105,2007,West Coast                              ,Hypent,Hypogymnia                              ,65.0,13,enteromorpha                            ,171,2019-08-22 17:25:50,
696678106126144,2007,4,3109,2007,West Coast                              ,Hypina,Hypogymnia                              ,1.0,1,inactiva                                ,171,2019-08-22 17:25:50,
696678107126144,2007,4,3112,2007,West Coast                              ,Hypmet,Hypogymnia                              ,2.0,1,metaphysodes                            ,171,2019-08-22 17:25:50,
696678108126144,2007,4,3114,2007,West Coast                              ,Hypocc,Hypogymnia                              ,29.0,6,occidentalis                            ,171,2019-08-22 17:25:50,
696678109126144,2007,4,3115,2007,West Coast                              ,Hypoce,Hypogymnia                              ,10.0,2,oceanica                                ,171,2019-08-22 17:25:50,
696678110126144,2007,4,3116,2007,West Coast                              ,Hypphy,Hypogymnia                              ,17.0,4,physodes                                ,171,2019-08-22 17:25:50,
696678111126144,2007,4,3122,2007,West Coast                              ,Hypvit,Hypogymnia                              ,20.0,4,vittata                                 ,171,2019-08-22 17:25:50,
